alpha tag,tag,entity,mode,description,type,tone,entity_type,group,license,category,frequency
P012,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 12,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.850
P013,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 13,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.875
P014,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 14,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.900
P015,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 15,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.925
P016,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 16,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.950
P017,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 17,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.050
P018,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 18,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.075
P019,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 19,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.100
P020,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 20,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1125
P021,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 21,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.125
P022,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 22,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1375
P023,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 23,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.150
P024,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 24,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1625
P025,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 25,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.175
P026,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 26,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1875
P027,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 27,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.200
P028,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 28,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.250
P029,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 29,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.2625
P030,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 30,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.275
P031,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 31,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.2875
P032,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 32,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.300
P033,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 33,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3125
P034,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 34,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.325
P035,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 35,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3375
P036,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 36,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.350
P037,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 37,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3625
P038,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 38,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.375
P039,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 39,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3875
P040,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 40,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.400
P041,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 41,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.425
P042,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 42,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.6875
P043,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 43,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.825
P044,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 44,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.850
P045,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 45,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.025
P046,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 46,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0375
P047,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 47,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.050
P048,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 48,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0625
P049,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 49,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.075
P050,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 50,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0875
P051,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 51,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.100
P052,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 52,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.1125
P053,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 53,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.225
P054,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 54,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.350
P055,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 55,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.375
P056,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 56,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.650
P057,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 57,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.6625
P058,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 58,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.675
P059,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 59,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.8125
P060,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 60,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.825
P061,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 61,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.9625
P062,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 62,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.975
P063,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 63,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.025
P064,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 64,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.0375
P065,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 65,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.075
P066,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 66,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.1375
P067,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 67,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.150
P068,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 68,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.225
P069,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 69,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.250
P070,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 70,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.400
P071,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 71,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.700
P072,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 72,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.1375
P073,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 73,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.950
P074,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 74,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.9625
P075,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 75,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.025
P076,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 76,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.2875
P077,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 77,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.450
P078,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 78,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.4875
P079,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 79,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5125
P080,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 80,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.525
P081,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 81,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5875
P082,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 82,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.650
P083,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 83,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.700
P084,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 84,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.725
P085,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 85,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.7625
P086,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 86,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.775
P087,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 87,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.825
P088,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 88,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.8625
P089,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 89,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.900
P090,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 90,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P091,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 91,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P092,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 92,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.400
P093,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 93,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.4125
P094,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 94,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.425
P095,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 95,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.600
P096,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 96,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.950
P097,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 97,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.775
P098,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 98,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.425
P099,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 99,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.800
P100,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 100,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P101,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 101,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P102,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 102,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.550
P103,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 103,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,464.9125
P104,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 104,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.5125
P105,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 105,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5375
P106,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 106,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.900
P107,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 107,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.475
P108,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 108,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.050
P109,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 109,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.475
P110,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 110,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.500
P111,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 111,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.550
P112,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 112,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.575
P113,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 113,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.600
P114,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 114,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.625
P115,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 115,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.650
P116,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 116,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.700
P117,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 117,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.725
P118,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 118,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.575
P119,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 119,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.800
P120,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 120,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.850
P121,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 121,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.875
P122,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 122,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.900
P123,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 123,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.925
P124,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 124,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,412.950
P125,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 125,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.050
P126,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 126,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.075
P127,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 127,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.100
P128,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 128,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1175
P129,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 129,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.125
P130,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 130,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1375
P131,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 131,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.150
P132,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 132,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1625
P133,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 133,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.175
P134,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 134,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.1875
P135,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 135,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.200
P136,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 136,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.250
P137,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 137,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.2625
P138,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 138,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.275
P139,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 139,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.2875
P140,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 140,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.300
P141,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 141,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3125
P142,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 142,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.325
P143,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 143,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3375
P144,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 144,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.350
P145,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 145,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3625
P146,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 146,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.375
P147,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 147,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.3875
P148,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 148,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.400
P149,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 149,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,413.425
P150,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 150,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.6875
P151,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 151,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.825
P152,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 152,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,414.850
P153,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 153,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.025
P154,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 154,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0375
P155,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 155,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.050
P156,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 156,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0625
P157,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 157,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.075
P158,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 158,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.0875
P159,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 159,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.100
P160,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 160,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,415.1125
P161,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 161,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.225
P162,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 162,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.350
P163,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 163,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.375
P164,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 164,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.650
P165,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 165,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.6625
P166,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 166,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.675
P167,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 167,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.8125
P168,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 168,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.825
P169,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 169,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.9625
P170,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 170,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,418.975
P171,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 171,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.025
P172,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 172,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.0375
P173,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 173,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.075
P174,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 174,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.1375
P175,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 175,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.150
P176,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 176,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.225
P177,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 177,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.250
P178,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 178,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.400
P179,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 179,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.700
P180,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 180,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.9375
P181,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 181,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.950
P182,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 182,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,419.9625
P183,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 183,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.025
P184,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 184,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.2875
